AIRLINE,AIRLINE_CODE,ORIGIN,DEST,TAXI_OUT,TAXI_IN,CANCELLED,CANCELLATION_CODE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Delta Air Lines Inc.,DL,CLE,ATL,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,CVG,SFO,13.0,8.0,0.0,,0.0,0.0,28.0,0.0,0.0
SkyWest Airlines Inc.,OO,MDW,DTW,11.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,MCI,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MKE,LAX,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ONT,OAK,6.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,IAH,CVG,21.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,CRP,14.0,15.0,0.0,,0.0,0.0,58.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,MIA,6.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LGA,IAH,17.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,GRB,DTW,16.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,MHK,ORD,9.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,OAK,BUR,8.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,BOI,SEA,12.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,SLC,14.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LAX,PHL,12.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,MGM,ATL,9.0,11.0,0.0,,0.0,0.0,0.0,0.0,18.0
Endeavor Air Inc.,9E,ATL,MLU,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,SAV,CVG,18.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,BOI,12.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,SEA,16.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,LAS,ATL,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,LGA,SAV,31.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,HOU,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,IAH,16.0,33.0,0.0,,0.0,0.0,32.0,0.0,0.0
Republic Airline,YX,MKE,ORD,13.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,LAS,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,BNA,16.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,LAX,ORD,17.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,TUS,14.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,JAN,DFW,19.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SLC,IAH,12.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,TPA,ORD,13.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,DCA,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,RDU,DTW,12.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,BOS,15.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,FNT,ORD,6.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,LAX,ORD,17.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,LAX,27.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,GRK,DFW,11.0,7.0,0.0,,5.0,0.0,38.0,0.0,5.0
Southwest Airlines Co.,WN,LGB,DEN,13.0,6.0,0.0,,17.0,0.0,0.0,0.0,24.0
SkyWest Airlines Inc.,OO,ORD,SYR,16.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ABI,IAH,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,LAX,22.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,FSM,16.0,4.0,0.0,,0.0,318.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DFW,ATL,12.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,SYR,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,BOS,DFW,27.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,RDU,15.0,5.0,0.0,,4.0,0.0,0.0,0.0,13.0
United Air Lines Inc.,UA,CHS,IAH,17.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,DEN,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SAV,ATL,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,BUF,22.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BUF,JFK,13.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,ANC,FAI,20.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BUR,SMF,9.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SAN,LAX,16.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,STL,DEN,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,CVG,ATL,13.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,AUS,21.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,JST,CKB,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,LAX,MCO,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BOS,TPA,12.0,6.0,0.0,,5.0,0.0,0.0,0.0,28.0
Southwest Airlines Co.,WN,DEN,AUS,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ATL,LGA,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,OAK,LGB,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,MSP,10.0,4.0,0.0,,38.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ABQ,DAL,13.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BOS,JAX,21.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,PHX,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,BOS,DCA,21.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MIA,PHL,29.0,9.0,0.0,,0.0,54.0,2.0,0.0,158.0
Envoy Air,MQ,MHK,DFW,8.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,ONT,14.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,LGA,RDU,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,RIC,ATL,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,BRO,12.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,ROW,42.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,BDL,DCA,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,SGF,27.0,4.0,0.0,,0.0,0.0,2.0,0.0,19.0
SkyWest Airlines Inc.,OO,IAH,TUL,23.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,TRI,DFW,8.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,TPA,BUF,17.0,3.0,0.0,,0.0,0.0,6.0,0.0,40.0
Southwest Airlines Co.,WN,DSM,DEN,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,BHM,12.0,2.0,0.0,,0.0,19.0,0.0,0.0,200.0
Southwest Airlines Co.,WN,LGB,SJC,6.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DCA,MKE,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SEA,FAT,23.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,RDU,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,RSW,BOS,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,FAT,LAS,18.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,STL,HOU,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SFO,BUR,10.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,MCO,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SLC,SFO,25.0,4.0,0.0,,0.0,0.0,27.0,0.0,0.0
SkyWest Airlines Inc.,OO,FWA,ORD,11.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,CDV,ANC,9.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAX,MDW,19.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,DEN,LAS,20.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,SMF,12.0,7.0,0.0,,158.0,0.0,0.0,0.0,27.0
Republic Airline,YX,BOS,IND,13.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,ANC,LAX,20.0,9.0,0.0,,23.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DCA,ATL,8.0,34.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MLB,ATL,15.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,RDU,FLL,17.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,SAT,IAH,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SAN,ORD,15.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,GRK,21.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,GSO,17.0,38.0,0.0,,0.0,0.0,19.0,0.0,0.0
Delta Air Lines Inc.,DL,SFO,JFK,20.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,AUS,IAH,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LAX,DFW,12.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,DEN,21.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SNA,LAS,28.0,7.0,0.0,,18.0,0.0,10.0,0.0,0.0
American Airlines Inc.,AA,PHL,DFW,14.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,SRQ,CLE,11.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,DTW,IND,13.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SFO,BOI,14.0,8.0,0.0,,0.0,0.0,0.0,0.0,28.0
Southwest Airlines Co.,WN,OAK,OGG,10.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,FLL,MSY,14.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,BFL,DFW,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,PDX,DEN,11.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,STL,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,17.0
Allegiant Air,G4,BLI,LAS,17.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,MVY,JFK,11.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,PIT,LAX,9.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,HPN,TPA,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PDX,SMF,8.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,JFK,BOS,24.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,GEG,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ONT,SJC,6.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,PWM,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,LGA,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SJC,SAN,21.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,LAS,SFO,24.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LAS,LAX,28.0,4.0,0.0,,16.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SAN,LAX,38.0,10.0,0.0,,19.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,RDU,ATL,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MSY,HOU,6.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,TUL,DAL,9.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,DFW,14.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,ATL,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LAS,TPA,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SEA,SMF,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,86.0
Republic Airline,YX,JFK,DCA,22.0,37.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAD,BNA,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,MIA,CHS,19.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,STL,MDW,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,EWR,FLL,18.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,LIH,HNL,7.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,PHX,BIL,43.0,3.0,0.0,,26.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LBB,DFW,24.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,PHX,17.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,DEN,FLL,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,SEA,HNL,13.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,PHL,MCO,20.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,JFK,CVG,12.0,5.0,0.0,,0.0,0.0,800.0,0.0,159.0
Southwest Airlines Co.,WN,TPA,DCA,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,IND,IAD,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,IND,LGA,9.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MYR,DTW,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,RDU,16.0,6.0,0.0,,0.0,0.0,0.0,28.0,0.0
United Air Lines Inc.,UA,LAX,SFO,36.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,LGA,IAH,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,EV,ORD,FNT,23.0,9.0,0.0,,0.0,0.0,4.0,0.0,60.0
Delta Air Lines Inc.,DL,BTV,ATL,11.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SEA,SJC,18.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,MSY,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,IAH,FCA,24.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,BDL,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,STT,22.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,FLL,34.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PHL,BOS,12.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,AUS,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,SRQ,31.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,DAB,20.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,DTW,IAH,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,BTR,ATL,53.0,9.0,0.0,,0.0,0.0,24.0,0.0,0.0
SkyWest Airlines Inc.,OO,SJC,BUR,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,FLL,USA,20.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,CHA,ATL,10.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCI,BNA,6.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,PVD,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MIA,BNA,28.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SLC,DFW,17.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,RDU,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,ATL,15.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHL,MIA,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,CHS,BOS,16.0,4.0,0.0,,13.0,0.0,0.0,0.0,258.0
American Airlines Inc.,AA,MYR,CLT,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SAN,DEN,23.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,LGA,ORD,16.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,LAS,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,HNL,SFO,19.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,CVG,LAX,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MCO,DTW,35.0,8.0,0.0,,0.0,0.0,29.0,0.0,47.0
Frontier Airlines Inc.,F9,LAS,AUS,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,SMF,DFW,21.0,4.0,0.0,,2000.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,STL,LGA,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,BWI,ATL,13.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,LGB,SFO,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,EWN,16.0,7.0,0.0,,0.0,15.0,3.0,0.0,0.0
American Airlines Inc.,AA,DFW,AUS,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,STL,SLC,33.0,12.0,0.0,,0.0,0.0,31.0,0.0,0.0
Delta Air Lines Inc.,DL,SEA,JFK,14.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,OAK,SAN,11.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,BOI,AUS,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,ROC,CLT,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,SBN,22.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,MLU,DFW,24.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SJC,LAX,19.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ANC,DEN,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,ATL,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,IAH,PHL,14.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,PNS,12.0,7.0,0.0,,25.0,0.0,0.0,0.0,171.0
Delta Air Lines Inc.,DL,LGA,ATL,17.0,8.0,0.0,,39.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,SEA,68.0,12.0,0.0,,12.0,0.0,21.0,0.0,0.0
PSA Airlines Inc.,OH,TYS,DCA,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,52.0
American Airlines Inc.,AA,MIA,LAX,18.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SEA,ORD,27.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,PGD,FNT,13.0,7.0,0.0,,0.0,0.0,3.0,0.0,188.0
Southwest Airlines Co.,WN,PDX,PHX,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,RSW,HPN,9.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,MIA,17.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSP,LAX,16.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,EUG,SFO,16.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PHL,RSW,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,CLT,ATL,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,SFO,21.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,CVG,ORD,19.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,STL,5.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,STL,MCI,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,JFK,SLC,19.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MCO,SAT,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DEN,GSP,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,LIT,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,PSP,DEN,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,PHX,IAD,15.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,SNA,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,ORD,14.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,SAT,27.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,JAC,DFW,11.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,CHS,JFK,15.0,10.0,0.0,,0.0,51.0,0.0,0.0,10.0
Southwest Airlines Co.,WN,FLL,MSY,6.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,LFT,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LGA,RDU,58.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,FLL,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,MCI,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,34.0
Southwest Airlines Co.,WN,STL,MKE,6.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ABQ,DEN,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
